  3.11474793E-317  4.94065646E-324  3.18495113E-313  3.21000003E-316
  1.08694442E-322  6.94083809E-310  6.94083767E-310  7.50910651E-310
  1.06099927E-313
  3.11474793E-317  4.94065646E-324  3.18495113E-313  3.21000003E-316
  1.08694442E-322  6.94083809E-310  6.94083767E-310  7.50910651E-310
  1.06099927E-313
  0.0002503  3995.3  13.607  0.0002724  5.E-05  3670.9  0.599  0.783  0.01
  0.0003076  3251.  13.16  0.0003237  5.E-05  3089.2  0.6  0.73  0.01
  0.0002326  4299.4  13.766  0.0002768  5.E-05  3612.2  0.599  0.983  0.01
  0.0002833  3530.3  13.337  0.0002729  5.E-05  3664.3  0.598  0.5  0.01
  0.0003444  2903.8  12.914  0.0003061  5.E-05  3266.6  0.599  0.341  0.01
  0.0008  1250.1  11.083  0.000749  5.E-05  1335.1  0.598  0.465  0.01
  0.0002476  4038.5  13.633  0.0002652  5.E-05  3770.4  0.602  0.75  0.01
  0.0002245  4454.8  13.844  0.0003177  5.E-05  3148.1  0.6  1.345  0.01
  0.0002801  3570.5  13.364  0.0002708  5.E-05  3692.3  0.6  0.521  0.01
  0.0002807  3562.  13.358  0.0002794  5.E-05  3578.9  0.6  0.593  0.01
  0.0002987  3348.  13.224  0.0002669  5.E-05  3746.7  0.6  0.357  0.01
  0.0002908  3438.7  13.284  0.0003195  5.E-05  3129.4  0.602  0.809  0.01
  0.000314  3184.2  13.115  0.0003889  5.E-05  2571.6  0.6  1.066  0.01
  0.0005983  1671.4  11.715  0.0006009  5.E-05  1664.  0.599  0.615  0.01
  0.000547  1828.2  11.911  0.000577  5.E-05  1733.  0.601  0.712  0.01
  0.000491  2036.5  12.142  0.0004232  5.E-05  2362.8  0.598  0.306  0.01
  0.0003012  3319.8  13.205  0.0002972  5.E-05  3365.2  0.6  0.552  0.01
  0.0002223  4499.  13.868  0.0002557  5.E-05  3911.  0.602  0.905  0.01
  0.0002766  3615.8  13.392  0.0003556  5.E-05  2812.4  0.601  1.133  0.01
  0.0003268  3060.2  13.027  0.0003804  5.E-05  2628.5  0.598  0.944  0.01
  0.0003934  2541.7  12.626  0.0003774  5.E-05  2650.  0.6  0.511  0.01
  0.0002226  4492.5  13.862  0.0002702  5.E-05  3700.7  0.6  1.011  0.01
  0.0004259  2348.1  12.454  0.000388  5.E-05  2577.4  0.6  0.393  0.01
  0.0002551  3919.8  13.566  0.0002943  5.E-05  3398.1  0.6  0.91  0.01
  0.0006352  1574.4  11.586  0.0006366  5.E-05  1570.9  0.6  0.613  0.01
  0.0002269  4406.4  13.82  0.0002953  5.E-05  3387.  0.6  1.165  0.01
  0.0004608  2169.9  12.283  0.0004922  5.E-05  2031.8  0.601  0.755  0.01
  0.0005541  1804.7  11.884  0.0005465  5.E-05  1829.9  0.602  0.576  0.01
  0.0002375  4210.2  13.718  0.0002915  5.E-05  3430.6  0.597  1.028  0.01
  0.0005797  1725.1  11.785  0.0005642  5.E-05  1772.5  0.601  0.549  0.01
  0.0002418  4136.2  13.684  0.0002801  5.E-05  3570.6  0.601  0.925  0.01
  0.0002515  3975.5  13.595  0.0002803  5.E-05  3567.6  0.598  0.827  0.01
  0.000219  4567.1  13.9  0.0002535  5.E-05  3945.4  0.601  0.908  0.01
  0.0006249  1600.3  11.621  0.0006224  5.E-05  1606.6  0.6  0.575  0.01
  0.0002311  4327.4  13.781  0.0002587  5.E-05  3865.9  0.6  0.859  0.01
  0.0002265  4415.7  13.827  0.0002775  5.E-05  3603.1  0.602  1.037  0.01
  0.0002493  4010.9  13.617  0.0003035  5.E-05  3294.4  0.601  1.029  0.01
  0.0003042  3287.1  13.184  0.0003198  5.E-05  3127.  0.6  0.693  0.01
  0.000281  3558.3  13.357  0.000279  5.E-05  3584.2  0.601  0.583  0.01
  0.000318  3144.2  13.086  0.0004028  5.E-05  2482.5  0.598  1.108  0.01
  0.0002257  4430.9  13.834  0.0002516  5.E-05  3973.9  0.602  0.839  0.01
  0.0003163  3161.3  13.1  0.0002991  5.E-05  3343.5  0.6  0.485  0.01
  0.0002657  3764.  13.479  0.000302  5.E-05  3311.3  0.601  0.882  0.01
  0.0005259  1901.6  11.995  0.0005483  5.E-05  1823.9  0.599  0.695  0.01
  0.0004175  2395.4  12.497  0.0003827  5.E-05  2612.9  0.6  0.419  0.01
  0.0003607  2772.  12.815  0.0003757  5.E-05  2662.  0.601  0.687  0.01
  0.0002274  4396.6  13.817  0.0002516  5.E-05  3975.2  0.601  0.821  0.01
  0.0002413  4144.8  13.689  0.0002885  5.E-05  3466.6  0.601  0.989  0.01
  0.0002642  3784.9  13.49  0.0002533  5.E-05  3948.5  0.6  0.517  0.01
  0.0003012  3319.6  13.205  0.0003745  5.E-05  2670.6  0.599  1.074  0.01
  0.0002689  3718.4  13.452  0.0002729  5.E-05  3664.2  0.6  0.627  0.01
  0.0002635  3795.7  13.497  0.000256  5.E-05  3906.  0.601  0.547  0.01
  0.0004089  2445.7  12.542  0.0003944  5.E-05  2535.3  0.6  0.526  0.01
  0.0002464  4058.3  13.643  0.0003362  5.E-05  2974.5  0.601  1.279  0.01
  0.0003446  2901.7  12.914  0.0002612  5.E-05  3829.1  0.6  0.01  0.01
  0.00054  1851.9  11.939  0.0005195  5.E-05  1924.9  0.601  0.524  0.01
  0.0002778  3599.6  13.381  0.0002999  5.E-05  3334.9  0.6  0.771  0.01
  0.0002371  4218.  13.725  0.0002848  5.E-05  3510.6  0.599  1.001  0.01
  0.0004937  2025.5  12.131  0.0005259  5.E-05  1901.4  0.599  0.723  0.01
  0.0003056  3272.4  13.175  0.0003143  5.E-05  3181.3  0.6  0.668  0.01
  0.0002984  3351.4  13.227  0.0003126  5.E-05  3198.5  0.6  0.708  0.01
  0.0004792  2087.  12.198  0.0004306  5.E-05  2322.3  0.601  0.37  0.01
  0.0003153  3171.9  13.108  0.0003014  5.E-05  3318.3  0.601  0.492  0.01
  0.0002861  3495.  13.318  0.0003228  5.E-05  3098.1  0.601  0.852  0.01
  0.0003021  3309.6  13.198  0.0002575  5.E-05  3882.9  0.599  0.26  0.01
  0.0002184  4579.2  13.904  0.0002803  5.E-05  3567.4  0.6  1.147  0.01
  0.0002261  4423.2  13.829  0.0002881  5.E-05  3470.5  0.6  1.124  0.01
  0.0003417  2926.3  12.933  0.0003159  5.E-05  3165.9  0.601  0.425  0.01
  0.0002603  3841.  13.523  0.0003763  5.E-05  2657.6  0.601  1.379  0.01
  0.0002587  3866.1  13.536  0.0002979  5.E-05  3356.4  0.6  0.92  0.01
  0.0002335  4282.6  13.759  0.0002869  5.E-05  3485.2  0.6  1.048  0.01
  0.0002838  3524.  13.337  0.0003363  5.E-05  2973.5  0.602  0.959  0.01
  0.0003563  2806.9  12.842  0.0003545  5.E-05  2820.8  0.601  0.593  0.01
  0.0002413  4143.5  13.686  0.0002628  5.E-05  3804.5  0.599  0.788  0.01
  0.0002142  4668.2  13.946  0.0002665  5.E-05  3752.2  0.6  1.082  0.01
  0.0003434  2912.  12.922  0.0003783  5.E-05  2643.4  0.601  0.804  0.01
  0.0003872  2582.8  12.66  0.0003443  5.E-05  2904.8  0.6  0.339  0.01
  0.0002257  4431.4  13.832  0.0002895  5.E-05  3453.8  0.599  1.143  0.01
  0.0002754  3631.  13.399  0.0002573  5.E-05  3886.7  0.599  0.444  0.01
